,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
852,Length.of.mobile.phone.use...Instance.0_4,Lifestyle and environment,4 : More than eight years,Questionnaire/Interview at recruitment ,1110,One-Hot-Encoding ,,,,,,,,,,
853,Length.of.time.at.current.address...Instance.0,Sociodemographics,,Questionnaire/Interview at recruitment ,699,"Log - standardscaling (mean=0, std=1) ",How many years have you lived at your current address?,,How Many Living Years: less 1,1585879,1585880,,,,0.5,
854,Length.of.time.at.current.address...Instance.0,Sociodemographics,,,,,,,How Many Living Years: 1 to 2,1585879,1585881,,,,1.5,
855,Length.of.time.at.current.address...Instance.0,Sociodemographics,,,,,,,How Many Living Years: 3 to 5,1585879,1585882,,,,4,
856,Length.of.time.at.current.address...Instance.0,Sociodemographics,,,,,,,How Many Living Years: 6 to 10,1585879,1585883,,,,8,
857,Length.of.time.at.current.address...Instance.0,Sociodemographics,,,,,,,How Many Living Years: 11 to 20,1585879,1585884,,,,15.5,
858,Length.of.time.at.current.address...Instance.0,Sociodemographics,,,,,,,How Many Living Years: more 20,1585879,1585885,,,,21,"more than 20, so minimum value taken"
859,Length.of.working.week.for.main.job...Instance.0_Lower.third,Sociodemographics,,Questionnaire/Interview at recruitment ,767,Tertiles,,,,,,,,,,
860,Length.of.working.week.for.main.job...Instance.0_Middle.third,Sociodemographics,,Questionnaire/Interview at recruitment ,767,Tertiles,,,,,,,,,,
861,Length.of.working.week.for.main.job...Instance.0_Upper.third,Sociodemographics,,Questionnaire/Interview at recruitment ,767,Tertiles,,,,,,,,,,
862,Lifetime.number.of.same.sex.sexual.partners...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,3669,Tertiles,,,,,,,,,,
863,Lifetime.number.of.same.sex.sexual.partners...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,3669,Tertiles,,,,,,,,,,
864,Lifetime.number.of.sexual.partners...Instance.0_Lower.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,2149,Tertiles,,,,,,,,,,
865,Lifetime.number.of.sexual.partners...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,2149,Tertiles,,,,,,,,,,
866,Lifetime.number.of.sexual.partners...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,2149,Tertiles,,,,,,,,,,
867,Light.smokers..at.least.100.smokes.in.lifetime...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,2644,Boolean,,,,,,,,,,
868,Light.smokers..at.least.100.smokes.in.lifetime...Instance.0_1,Lifestyle and environment,1 : Yes,Questionnaire/Interview at recruitment ,2644,Boolean,,,,,,,,,,
869,Likelihood.of.resuming.smoking...Instance.0_1,Lifestyle and environment,,,,,,,,,,,,,,
870,Likelihood.of.resuming.smoking...Instance.0_2,Lifestyle and environment,"2 : Yes, probably",Questionnaire/Interview at recruitment ,2936,One-Hot-Encoding ,,,,,,,,,,
871,Likelihood.of.resuming.smoking...Instance.0_3,Lifestyle and environment,"3 : No, probably not",Questionnaire/Interview at recruitment ,2936,One-Hot-Encoding ,,,,,,,,,,
872,Likelihood.of.resuming.smoking...Instance.0_4,Lifestyle and environment,"4 : No, definitely not",Questionnaire/Interview at recruitment ,2936,One-Hot-Encoding ,,,,,,,,,,
873,Loneliness..isolation...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2020,Boolean,,,,,,,,,,
874,Loneliness..isolation...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2020,Boolean,,,,,,,,,,
875,Long.standing.illness..disability.or.infirmity...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2188,Boolean,,,,,,,,,,
876,Long.standing.illness..disability.or.infirmity...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2188,Boolean,,,,,,,,,,
877,Longest.period.of.depression...Instance.0_Lower.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,4609,Tertiles,,,,,,,,,,
878,Longest.period.of.depression...Instance.0_Middle.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,4609,Tertiles,,,,,,,,,,
879,Longest.period.of.depression...Instance.0_Upper.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,4609,Tertiles,,,,,,,,,,
880,Longest.period.of.unenthusiasm...disinterest...Instance.0_Lower.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,5375,Tertiles,,,,,,,,,,
881,Longest.period.of.unenthusiasm...disinterest...Instance.0_Middle.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,5375,Tertiles,,,,,,,,,,
882,Longest.period.of.unenthusiasm...disinterest...Instance.0_Upper.third,Psychosocial factors,,Questionnaire/Interview at recruitment ,5375,Tertiles,,,,,,,,,,
883,Loud.music.exposure.frequency...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,4836,Boolean,,,,,,,,,,
884,Loud.music.exposure.frequency...Instance.0_11,Lifestyle and environment,"11 : Yes, for more than 5 years",Questionnaire/Interview at recruitment ,4836,Boolean,,,,,,,,,,
885,Loud.music.exposure.frequency...Instance.0_12,Lifestyle and environment,"12 : Yes, for around 1-5 years",Questionnaire/Interview at recruitment ,4836,Boolean,,,,,,,,,,
886,Loud.music.exposure.frequency...Instance.0_13,Lifestyle and environment,"13 : Yes, for less than a year",Questionnaire/Interview at recruitment ,4836,Boolean,,,,,,,,,,
887,Major.dietary.changes.in.the.last.5.years...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,1538,One-Hot-Encoding ,,,,,,,,,,
888,Major.dietary.changes.in.the.last.5.years...Instance.0_1,Lifestyle and environment,"1 : Yes, because of illness",Questionnaire/Interview at recruitment ,1538,One-Hot-Encoding ,,,,,,,,,,
889,Major.dietary.changes.in.the.last.5.years...Instance.0_2,Lifestyle and environment,"2 : Yes, because of other reasons",Questionnaire/Interview at recruitment ,1538,One-Hot-Encoding ,,,,,,,,,,
890,Manic.hyper.symptoms...Instance.0_11,Psychosocial factors,11 : I was more active than usual,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
891,Manic.hyper.symptoms...Instance.0_12,Psychosocial factors,12 : I was more talkative than usual,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
892,Manic.hyper.symptoms...Instance.0_13,Psychosocial factors,13 : I needed less sleep than usual,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
893,Manic.hyper.symptoms...Instance.0_14,Psychosocial factors,14 : I was more creative or had more ideas than usual,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
894,Manic.hyper.symptoms...Instance.0_15,Psychosocial factors,15 : All of the above,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
895,Manic.hyper.symptoms...Instance.0_neg7,Psychosocial factors,-7 : None of the above,Questionnaire/Interview at recruitment ,6156,One-Hot-Encoding ,,,,,,,,,,
896,Maternal.smoking.around.birth...Instance.0_0,Early life factors,0 : No,Questionnaire/Interview at recruitment ,1787,Boolean,,,,,,,,,,
897,Maternal.smoking.around.birth...Instance.0_1,Early life factors,1 : Yes,Questionnaire/Interview at recruitment ,1787,Boolean,,,,,,,,,,
898,Medication.for.pain.relief..constipation..heartburn...Instance.0_1,Health and medical history,1 : Aspirin,Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
899,Medication.for.pain.relief..constipation..heartburn...Instance.0_2,Health and medical history,2 : Ibuprofen (e.g. Nurofen),Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
900,Medication.for.pain.relief..constipation..heartburn...Instance.0_3,Health and medical history,3 : Paracetamol,Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
901,Medication.for.pain.relief..constipation..heartburn...Instance.0_4,Health and medical history,4 : Ranitidine (e.g. Zantac),Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
902,Medication.for.pain.relief..constipation..heartburn...Instance.0_5,Health and medical history,5 : Omeprazole (e.g. Zanprol),Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
903,Medication.for.pain.relief..constipation..heartburn...Instance.0_6,Health and medical history,"6 : Laxatives (e.g. Dulcolax, Senokot)",Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
904,Medication.for.pain.relief..constipation..heartburn...Instance.0_neg7,Health and medical history,-7 : None of the above,Questionnaire/Interview at recruitment ,6154,One-Hot-Encoding ,,,,,,,,,,
905,Menstruating.today...Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,3720,Boolean,,,,,,,,,,
906,Menstruating.today...Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,3720,Boolean,,,,,,,,,,
907,Milk.type.used...Instance.0_1,Lifestyle and environment,1 : Full cream,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
908,Milk.type.used...Instance.0_2,Lifestyle and environment,2 : Semi-skimmed,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
909,Milk.type.used...Instance.0_3,Lifestyle and environment,3 : Skimmed,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
910,Milk.type.used...Instance.0_4,Lifestyle and environment,4 : Soya,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
911,Milk.type.used...Instance.0_5,Lifestyle and environment,5 : Other type of milk,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
912,Milk.type.used...Instance.0_6,Lifestyle and environment,6 : Never/rarely have milk,Questionnaire/Interview at recruitment ,1418,One-Hot-Encoding ,,,,,,,,,,
913,Mineral.and.other.dietary.supplements...Instance.0_1,Health and medical history,1 : Fish oil (including cod liver oil),Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
914,Mineral.and.other.dietary.supplements...Instance.0_2,Health and medical history,2 : Glucosamine,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
915,Mineral.and.other.dietary.supplements...Instance.0_3,Health and medical history,3 : Calcium,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
916,Mineral.and.other.dietary.supplements...Instance.0_4,Health and medical history,4 : Zinc,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
917,Mineral.and.other.dietary.supplements...Instance.0_5,Health and medical history,5 : Iron,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
918,Mineral.and.other.dietary.supplements...Instance.0_6,Health and medical history,6 : Selenium,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
919,Mineral.and.other.dietary.supplements...Instance.0_neg7,Health and medical history,-7 : None of the above,Questionnaire/Interview at recruitment ,6179,One-Hot-Encoding ,,,,,,,,,,
920,Miserableness...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1930,Boolean,,,,,,,,,,
921,Miserableness...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1930,Boolean,,,,,,,,,,
922,Mood.swings...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1920,Boolean,,,,,,,,,,
923,Mood.swings...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1920,Boolean,,,,,,,,,,
924,Morning.evening.person..chronotype....Instance.0_1,Lifestyle and environment,1 : Definitely a 'morning' person,Questionnaire/Interview at recruitment ,1180,One-Hot-Encoding ,,,,,,,,,,
925,Morning.evening.person..chronotype....Instance.0_2,Lifestyle and environment,2 : More a 'morning' than 'evening' person,Questionnaire/Interview at recruitment ,1180,One-Hot-Encoding ,,,,,,,,,,
926,Morning.evening.person..chronotype....Instance.0_3,Lifestyle and environment,3 : More an 'evening' than a 'morning' person,Questionnaire/Interview at recruitment ,1180,One-Hot-Encoding ,,,,,,,,,,
927,Morning.evening.person..chronotype....Instance.0_4,Lifestyle and environment,4 : Definitely an 'evening' person,Questionnaire/Interview at recruitment ,1180,One-Hot-Encoding ,,,,,,,,,,
928,Most.recent.bowel.cancer.screening...Instance.0_Lower.third,Health and medical history,,Questionnaire/Interview at recruitment ,2355,Tertiles,,,,,,,,,,
929,Most.recent.bowel.cancer.screening...Instance.0_Middle.third,Health and medical history,,Questionnaire/Interview at recruitment ,2355,Tertiles,,,,,,,,,,
930,Most.recent.bowel.cancer.screening...Instance.0_Upper.third,Health and medical history,,Questionnaire/Interview at recruitment ,2355,Tertiles,,,,,,,,,,
931,Mother.s.age...Instance.0_Lower.third,Family history,,Questionnaire/Interview at recruitment ,1845,Tertiles,,,,,,,,,,
932,Mother.s.age...Instance.0_Middle.third,Family history,,Questionnaire/Interview at recruitment ,1845,Tertiles,,,,,,,,,,
933,Mother.s.age...Instance.0_Upper.third,Family history,,Questionnaire/Interview at recruitment ,1845,Tertiles,,,,,,,,,,
934,Mother.s.age.at.death...Instance.0_Lower.third,Family history,,Questionnaire/Interview at recruitment ,3526,Tertiles,,,,,,,,,,
935,Mother.s.age.at.death...Instance.0_Middle.third,Family history,,Questionnaire/Interview at recruitment ,3526,Tertiles,,,,,,,,,,
936,Mother.s.age.at.death...Instance.0_Upper.third,Family history,,Questionnaire/Interview at recruitment ,3526,Tertiles,,,,,,,,,,
937,Mother.still.alive...Instance.0_0,Family history,0 : No,Questionnaire/Interview at recruitment ,1835,Boolean,,,,,,,,,,
938,Mother.still.alive...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,1835,Boolean,,,,,,,,,,
939,Mouth.teeth.dental.problems...Instance.0_1,Health and medical history,1 : Mouth ulcers,Questionnaire/Interview at recruitment ,6149,One-Hot-Encoding ,,,,,,,,,,
940,Mouth.teeth.dental.problems...Instance.0_2,Health and medical history,2 : Painful gums,Questionnaire/Interview at recruitment ,6149,One-Hot-Encoding ,,,,,,,,,,
941,Mouth.teeth.dental.problems...Instance.0_3,Health and medical history,3 : Bleeding gums,Questionnaire/Interview at recruitment ,6149,One-Hot-Encoding ,,,,,,,,,,
942,Mouth.teeth.dental.problems...Instance.0_4,Health and medical history,4 : Loose teeth,Questionnaire/Interview at recruitment ,6149,One-Hot-Encoding ,,,,,,,,,,
943,Mouth.teeth.dental.problems...Instance.0_5,Health and medical history,5 : Toothache,Questionnaire/Interview at recruitment ,6149,One-Hot-Encoding ,,,,,,,,,,
